Symbol	MOLM-13	MV4-11	HL-60	OCI-AML2	OCI-AML3	HT1080_ENCODE	HT29_GSE41586
MIR647	2.345970755	1.836270821	2.355993149	2.390915924	1.807964949	0.181381324	4.134572218
MIR648	0	0	0	0	0	0	0.273848878
MIR649	0	0	0	0	0	0	0
MIR6499	0	0	0	0	0	0	0
MIR650	0	0	0	0	0	0	0
MIR6500	0.30407488	0	0	0	0	0.067490725	0.568355156
MIR6501	0	0	0	0	0	0	0
MIR6502	0	0	0	0	0	0	0
MIR6503	0	0	0.242095166	0.993639027	0	0	0
MIR6504	0	0	0	0	0	0	0.603170052
MIR6505	0	0.620711263	0	0	0	0.081749329	0.621668748
MIR6506	0	0	0	0	0	0	0
MIR6507	0	0	0	0	0	0	0
MIR6508	0	0	0	0	0	0	0
MIR6509	0	0	0	0	0	0	0
MIR651	0	0	0	0	0	0	0
MIR6510	0	0	0	0	0	0	0
MIR6511A1	0	0	0	0	0	0	0
MIR6511A2	0	0	0	0	0	0	0
MIR6511A3	0	0	0	0	0	0	0
MIR6511A4	0	0	0	0	0	0	0
MIR6511B1	0	0	0	0	0	0	0
MIR6511B2	0	0	0	0	0	0	0
MIR6512	0	0	0	0	0	0	0.370874098
MIR6513	0	0.332219739	0	0	0	0	2.545270315
MIR6514	0.337360693	0.955413373	0	0	0	0.724341858	1.591624444
MIR6515	0.414302605	0	0	0	0	0	0
MIR6516	0.291546278	3.31353883	0.882065464	1.026045133	0.93606423	1.129588603	1.772958691
MIR652	0	0	0	0	0	0	0
MIR653	0	0	0	0	0	0	0
MIR654	0	0	0	0	0	0	0
MIR655	0	0	0	0	0	0	0
MIR656	0	0	0	0	0	0	0
MIR657	0	0	0	0	0	0	1.397398371
MIR658	0.261504397	0.850482531	0	0.205821389	0.927161759	0	0.339778622
MIR659	0	0.219196529	0.260964527	0	0.555659514	0.065340116	0.455035888
MIR660	0	0	0	0	0	0	0
MIR661	0	0.256274567	0	0	0	0.498493694	0.456657031
MIR662	0	0	0	0	0	0	0.270966258
MIR663A	0	0	0	0	0	0.60869159	0.308320233
MIR663AHG	0	0	0	0	0	0.040924015	0.180717556
MIR663B	0	0	0	0	0	0.908550259	0
MIR664A	0	0	0	0	0	0	0.313924324
MIR664B	0	0	0	0	0	0	0
MIR665	0	0	0	0	0	0	0
MIR668	0	0	0	0	0	0	0
MIR670	0	0	0	0	0	0	0
MIR670HG	0	0	0	0	0	0	0
MIR671	0	0	0	0	0	0	0
MIR6715A	0	0	0	0	0	0	0
MIR6715B	0	0	0	0	0	0	0
MIR6716	0	0.285105455	0	0	0	0	1.230469765
MIR6717	0.681721756	0.312444335	0	0	0	0	0
MIR6718	0	0	0	0	0	0	0
MIR6719	0	0	0	0	0	0	0.624127587
MIR6720	0	0	0.21245086	0	0	0	0
MIR6721	0	0.244391532	0	0	0	0.333574848	0
MIR6722	0	0	0	0	0	0	0
MIR6723	17495.82166	14491.93955	19817.21209	12585.49329	15410.45069	988.6616879	17228.38333
MIR6724-1	0.064171871	1.003225384	0	0	0.65035686	0.034445605	0.359824574
MIR6724-2	0.064171871	1.003225384	0	0	0.65035686	0.034445605	0.359824574
MIR6724-3	0.064171871	1.003225384	0	0	0.65035686	0.034445605	0.359824574
MIR6724-4	0.064171871	1.003225384	0	0	0.65035686	0.034445605	0.359824574
MIR6726	0	0	0	0	0	0	0
MIR6727	0.726623031	2.361131729	3.29756781	0.316648291	1.166480041	5.873013709	2.349795096
MIR6728	0.293825165	0.495174154	0.518356668	0	0	1.251094636	0.620113031
MIR6729	0	0.654217332	0.709749899	1.302643941	0	0	0
MIR6730	0	0	0	0	0	0	1.578846107
MIR6731	0	0	0	0	0	0	0
MIR6732	0	0	1.388012287	0.356053985	0	0.096736706	1.672702208
MIR6733	0	0	0.414976379	0.350217034	0	0.095150858	0.557014134
MIR6734	0.76913058	0.938032203	0.678437403	0	0.718701709	0	0.607690738
MIR6735	0.358225201	0	0	0	0	0.166331419	0.604636728
MIR6736	0	0.386583668	0	0	0	0	0
MIR6737	0	0	0	0	0	0	0
MIR6738	0	0	0.32531538	0	0	0	0.604967569
MIR6739	0.663542509	3.484403359	0	3.946145953	1.236215678	0.309557459	0.207749008
MIR6740	0	0	0	0	0	0.513646227	0
MIR6741	0.415086345	1.399063483	0.732281642	0.678198066	1.551483055	1.307839466	1.648541871
MIR6742	0	0.367878007	0	0.663939965	0.353584352	0	0.415190235
MIR6743	0.332609134	0	0.649771034	0.28988928	0	0	0.505667796
MIR6744	0	0	0	0	0	0	0
MIR6745	0.185946839	0	0	0	0	0	0
MIR6746	0	0.337493068	0.401802526	0	0	0	1.548359072
MIR6747	0	0	0	0	0	0.415605984	0.723581658
MIR6748	0.665218267	3.168896029	0.943013067	2.653009167	2.373765895	2.051251379	3.680772977
MIR6749	0	0.308145845	0	0.298291868	0	0	0.56112934
MIR675	0	0	0	0	0	0	0
MIR6750	0	0	1.290144822	0	0	0.386946824	0.245289154
MIR6751	0.374845214	2.074049618	0.991437348	0	0.427769626	1.231583909	1.401221623
MIR6752	0	0	0	0	0	0	0.143107309
MIR6753	1.19833879	2.937089942	2.984741942	1.650562235	1.665373603	0.270524017	1.026328395
MIR6754	0	0.322152474	0	0	0	0	0.557475351
MIR6755	0	0.34558237	0.315457338	0.63553603	0.740480549	0	0
MIR6756	0	0	0	0	0	0	0
MIR6757	0	0	0	0	0	0	0.373069486
MIR6758	1.914467201	1.012479204	0.401802526	1.645901503	0.427769626	1.390425783	8.540324969
MIR6759	1.167940429	2.337341373	0.640621056	1.290627015	1.166480041	0.195015116	0.635738002
MIR676	0	0	0	0	0	0	0
MIR6760	0	0	0	0	0	0	0
MIR6761	0	0	0	0	0	0	0.357524924
MIR6762	0	0	0.484190333	0	0	0.067490725	0.545976652
MIR6763	0.363311515	0	0.320310528	0	0	0	0.552344823
MIR6764	1.202966175	2.142051245	0.414976379	0	0.801175676	0.103901496	0.588564155
MIR6765	0	0	0	0	0	0	0
MIR6766	0	0.612090274	0	0.868437735	0.374298423	2.015348042	0
MIR6767	0	0	0	0	0.408325552	0	0
MIR6768	0	0.295306434	0.35157721	0.28586304	0	0.264082969	0.471914753
MIR6769A	0	0	0	0.281947108	0	0	0.770187005
MIR6769B	0	0	0	0	0	0	0
MIR6770-1	0.145280075	0	0.256298318	0	0.271509263	0.140843898	0.53240241
MIR6770-2	0.145280075	0	0.256298318	0	0.271509263	0.140843898	0.53240241
MIR6770-3	0.145280075	0	0.256298318	0	0.271509263	0.140843898	0.53240241
MIR6771	0	0.380140607	0	0	0	0	0
MIR6772	0	0	0.395524361	0.667601221	0.421085725	0.59418668	2.298525927
MIR6773	0	0	0	0	0	0	1.888656099
MIR6774	7.892756466	9.70324018	1.382298024	14.03144903	10.54432857	0	0
MIR6775	0	0	0	0	0	0	1.505190404
MIR6776	0	0	0	0.348849812	0	0	0
MIR6777	1.508051158	2.325357006	0	1.27107206	1.072635546	0	1.016132799
MIR6778	0.646993109	0.312444335	0.346761084	0	0	0	0.278373122
MIR6779	0	0	0	0	0	0	0
MIR6780A	0	0	0	0	0	0	0
MIR6780B	0	0	0	0	0	0.594524149	0
MIR6781	0.368988258	0.356381819	0	0	0	0	0
MIR6782	0	0	0.733726351	0	0	0.420594374	0
MIR6783	0.368988258	0.664439477	0.720839741	0.32159592	0.763620566	0	0.158759671
MIR6784	0	0.317344228	0	0	0	3.789828182	3.304073135
MIR6785	0	1.107251513	0.882065464	0.25410048	0	0.859881831	0
MIR6786	0	0	0	0.182142822	0.23849103	0	0
MIR6787	0.428695733	0.373908794	0.341314497	0	1.519937309	1.549771803	0
MIR6788	0	0	0	0	0	0	0
MIR6789	1.01562629	0.650879488	0.424901721	0.653976707	0.773685741	1.875528025	0.76143202
MIR6790	0	0	0	0.339099033	0	0	0
MIR6791	0.39030507	0.317344228	0	0.626050418	0.32719746	0	0.781709683
MIR6792	0	0	0	0	0	0	0.549154823
MIR6793	0	0	0.401802526	0	0	0	0.700610811
MIR6794	0	0	0	0	0	0	0
MIR6795	0	0	0	0	0	0	0
MIR6796	0	0.342936504	0	0	0	1.226707985	0.163880951
MIR6797	2.764760456	1.202703142	1.343900856	1.472709656	2.106144518	3.665632308	1.138408971
MIR6798	0.352466395	0	0	0.307196103	0	1.158056512	0
MIR6799	0.37899188	0	0	0	0	0	0.147255347
MIR6800	0.287990835	0	0	0.251001694	0	0	0.448699673
MIR6801	0	0	0	0	0	0	0.12861543
MIR6802	0.363311515	0.678007688	0	0	0	0	1.358107111
MIR6803	0.804628914	0.327108666	0.709749899	0.328665217	0	0	0.312634429
MIR6804	1.500978936	0.335418183	0.678437403	0.931009075	0	0	0.419960375
MIR6805	0	0	0	0.048020427	0	0	0
MIR6806	0	0	0	0	0.342534841	0	0
MIR6807	1.879481664	4.54235392	4.690548917	2.055921207	2.710715628	0.378534937	0.849090688
MIR6808	0	0	0	0	0	2.442456894	0
MIR6809	0	0	0	0	0	0	0
MIR6810	0	0	0	0	0	0	0
MIR6811	0	0	0	0	0	0	0.175183085
MIR6812	0.368988258	0.356381819	0.395524361	0.655396531	0.421085725	0	1.324702451
MIR6813	1.777346007	2.333305821	2.763000711	3.745123035	2.707900095	0	0.919349805
MIR6814	0	0	0	0	0	0	1.078732823
MIR6815	0	0	0	0	0	0	0.301585026
MIR6816	0.357806795	0.322152474	1.329910789	0	0	0.096030171	0.472156837
MIR6817	0.396218783	0	0	0	0	0	0.153948772
MIR6818	0	0	0	0	0	0	0
MIR6819	0.815830954	0.348558414	0.341314497	0.337412113	0.441794859	1.662423936	0.843993264
MIR6820	0.843562571	0	0.744092636	0.676538355	1.222922624	0.187232334	0
MIR6821	1.02589362	1.78664188	2.835790984	1.411795877	3.07383254	5.815974879	0.982375495
MIR6822	0	0	0	0	0	0	0.255429108
MIR6823	0	0	0	0	0	0	0
MIR6824	0	0	0	0	0	0	0
MIR6825	0	0	0	0	0	0.17588492	0.236078418
MIR6826	0.507813145	0	0	0	0	0	0.262671373
MIR6827	0	0	0	0	0	0.420647053	0.311808247
MIR6828	0	0	0	0	0	0	0
MIR6829	0	0.340424424	0.377814315	0.637708629	0	1.513550151	0.23255486
MIR6830	0	0	0	0	0	0	0
MIR6831	0	0	0.312513076	0	0	0	0
MIR6832	0.726401103	0.295306434	0.929915663	0.593423308	0.304475414	0.923821812	1.622698163
MIR6833	0	0	0	0	0	0	0
MIR6834	1.197483768	0	1.340670325	0.263743692	0.603354521	0	0.317799933
MIR6835	2.003390739	0.332219739	0.65063076	1.310793062	1.527241132	0.990311134	2.917414741
MIR6836	0	0.337493068	0	0.326700618	0	0	0.161279666
MIR6837	0.777588878	0.356381819	0	0	0	0	0.793798354
MIR6838	0	0	0	0	0	0	0
MIR6839	0	0	0	0	0	0	0
MIR6840	3.576039767	3.103556317	0.943013067	2.953899858	2.682529695	2.178109629	7.452449451
MIR6841	0	0	0	0	0	0	0
MIR6842	0	0	0	0.316648291	0	0	0
MIR6843	0	0	0	0	0	0	0
MIR6844	0	0	0	0	0	0	0.460601702
MIR6845	0	0.373908794	0	0	0.801175676	0.57090515	0.890149181
MIR6846	0	0	0	0	0	0	0
MIR6847	0.342249978	0	0	0.309612161	0.781144534	0.34421157	0.827747986
MIR6848	1.795454516	0.325834806	0	1.187280797	0.769985326	0.082917177	0.407961507
MIR6849	1.100233738	0.308145845	0.733726351	0	0	0	0.147255347
MIR6850	9.831531961	1.419584037	3.440139882	1.725475329	1.602351352	1.107913906	0.755131679
MIR6851	1.485542931	0	0.688563335	0	1.38382352	1.481682157	0.151651029
MIR6852	0	0	0	0	0	0	0
MIR6853	0	0	0	0	0	0	0
MIR6854	0	0	0	0	0	0.252356624	0
MIR6855	0	0	0	0	0	0	0
MIR6856	0	0	0	0	0	0	0.42622844
MIR6857	0	0	0	0	0	0	0
MIR6858	1.133076536	0.97511288	0.688563335	0.318854315	0.32719746	0	1.691615856
MIR6859-1	2.772393002	2.36355948	1.936193648	3.229814843	2.236701561	0.339709281	7.278533342
MIR6859-2	2.772393002	2.36355948	1.936193648	3.229814843	2.236701561	0.339709281	7.278533342
MIR6859-3	2.772393002	2.36355948	1.936193648	3.229814843	2.236701561	0.339709281	7.278533342
MIR6859-4	2.772393002	2.36355948	1.936193648	3.229814843	2.236701561	0.339709281	7.278533342
MIR6860	0	0	0	0	0	0	0
MIR6861	0	0	0	0	0	0	0
MIR6862-1	0	0	0	0	0	0	0.203980754
MIR6862-2	0	0	0	0	0	0	0.203980754
MIR6863	0	0	0	0	0	0	0
MIR6864	0.37357771	0	0	0	0.698167375	0	0.262809808
MIR6865	0.363311515	0.327108666	0.320310528	0.316648291	0.337265074	0	0.522736341
MIR6866	0	0	0	0	0	0	0
MIR6867	0	0.317344228	0	0	0	0	0.810434329
MIR6868	0	0	0	0	0	0	0.268640959
MIR6869	2.36712699	1.739624025	2.159804121	1.697645082	2.718344815	7.268711356	0
MIR6870	0	0	0.421892652	0	0	0	0.169343649
MIR6871	0	0	0	0	0	0	0
MIR6872	0	0	0	0	0	0	0
MIR6873	0.415086345	0.362038674	0.401802526	0	1.203511153	0.284863428	0.161279666
MIR6874	0	0	0	0	0	0	0
MIR6875	1.417591217	0.612090274	0.992323646	0	0.748596845	1.232387189	0.970559384
MIR6876	0	0	0	0	0	0	0
MIR6877	0	0	0	0	0	0	0
MIR6878	0.396218783	0.322152474	0	0	0	0	0.740583991
MIR6879	0	0	0	0	0	0	0
MIR6880	0	0	0	0	0	0	0.593441502
MIR6881	0	0	0	0	0	1.083242248	0
MIR6882	0	0	0	0	0	0	0
MIR6883	0	0	0	0	0	0	0.366119301
MIR6884	1.611305335	2.492965587	1.449841938	0.537761256	1.188668921	0	0.366119301
MIR6885	0	0	0	0	0	0	0
MIR6886	0	0.348558414	0	0	0.441794859	1.549771803	0.723581658
MIR6887	0	0	0	0	0	0	0
MIR6888	0	0	0	0	0	1.472708062	0
MIR6889	0	0	0	0	0	0	0
MIR6890	0	0	0	0	0	0	0.557014134
MIR6891	4.453066457	3.350389723	6.896548744	2.263526776	1.758173354	0	0.365353357
MIR6892	0.227395128	0	0.181045081	0.543717538	0.190628085	0.559826216	0.248324396
MIR6893	2.163725574	0.946848739	0	0.298291868	0.317713476	0	0.147255347
MIR6894	0.873082249	3.092666646	2.428091759	2.568741629	1.330196538	0.111192829	0.178256473
MIR6895	0	0	0	0	0	0.081256298	0.871227236
MIR708	0	0	0	0	0	0	0
MIR7-1	3.450733087	2.196496017	2.475537143	1.90660809	1.332864988	0.494299789	1.079625628
MIR7106	0	0	0	0	0	0	0
MIR7107	0.622071103	0.285105455	0.260252304	0.514553473	0	0	0
MIR7108	0.300579767	0	0.29096045	0	0	0	0
MIR7109	0	0.350899022	0	0	0	0	0.396027608
MIR711	0	0	0	0	0	0	0
MIR7110	2.618758053	1.272128636	1.661565175	2.19027501	0.940098364	2.866429292	0.694414613
MIR7111	9.383883022	5.465857654	6.407464365	8.112651266	5.899495504	7.795518422	3.05279786
MIR7112	6.605328119	0	1.030060427	2.264605739	0.829214967	2.144128187	5.405014302
MIR7113	0.843486241	2.240872867	0.429043375	2.106337858	0.456770956	2.451504163	2.778489692
MIR7114	0.428695733	0	0	0.350217034	1.242970535	0	0.255429108
MIR7150	0	0	0	0	0	0	0
MIR7151	0	0	0	0	0	0	0
MIR7152	0	0	0	0.791231077	0	0	0
MIR7153	0	0	0	0	0	0	0
MIR7154	0	0	0	0	0	0	0
MIR7155	0	0	0	0	0	0	0
MIR7156	0	0	0	0	0	0	0
MIR7157	0	0	0	0	0	0	0
MIR7158	0	0	0	0	0	0	0
MIR7159	0	0	0	0	0	0	0
MIR7160	0	0	0	0	0	0	0
MIR7161	2.339613829	0.777768607	0.301351894	0.998699476	1.223460584	1.721889829	3.536033686
MIR7162	0	0	0	0	0	0	0
MIR718	0	0	0.361622273	0	0	0	0
MIR7-2	0	0	0	0	0	0	0
MIR7-3	0	0	0	0	0	0	0.092369263
MIR7-3HG	0	0	0	0	0	0	0.034501253
MIR744	0	0	0	0	0	0	0
MIR7515	0	0	0	0	0	0	0
MIR7515HG	0	0	0	0	0	0	0
MIR758	0	0	0	0	0	0	0
MIR759	0	0	0	0	0	0	0
MIR760	0	0	0	0	0	1.491928201	0.356966319
MIR761	0	0	0	0	0	0	0
MIR762	0	0	0	0	0	0	0
MIR762HG	1.179281156	0.734691717	0.767986041	0.962223827	1.01126425	1.173365212	0.496083882
MIR764	0	0	0	0	0	0	0
MIR7641-1	0.387135221	0.348558414	0	0.350217034	0	0	4.490001324
MIR7641-2	0	0	0	0	0	0	1.02477098
MIR765	0	0	0.444097528	0	0.192300262	0.055596415	0
MIR766	0	0	0	0	0	0	0
MIR767	0	0	0	0	0	0	0
MIR769	0	0	0	0	0	0	0.132043861
MIR770	0	0	0	0	0	0	0
MIR7702	0	0	0	0	0	0	0
MIR7703	0	0.276130692	0	0	0	0	0
MIR7704	0	0	0	0	0	0	0
MIR7705	0	0	0	0	0	0	0
MIR7706	0	0	0	0	0	0	0
MIR7843	0	0	0	0	0	0	0
MIR7844	0	0	0	0	0	0	0
MIR7845	0	0	0	0	0	1.113937827	0
MIR7846	0	0	0	0	0	0	0
MIR7847	0	0	0	0	0	0	0
MIR7848	0.517830489	0	0	0	0	0	0
MIR7849	0	0	0	0.194171122	0	0	0
MIR7850	0	0	0	0	0	0	0
MIR7851	0.948951599	0.541216414	1.181427178	0.395678857	0.137013936	0.313563382	1.645371454
MIR7852	0	0	0	0	0	0	0
MIR7853	0	0	0	0	0	0	0
MIR7854	0	0	0	0	0	0	0.239710394
MIR7855	0	0	0	0	0	0	0
MIR7856	0	0	0.371789006	0.367538195	0	0	0.362879248
MIR7973-1	0	0	0	0	0	0	0.133692354
MIR7973-2	0	0	0	0	0	0	0.242061665
MIR7974	0.331018224	0.846568812	0	0	0	4.658257352	0.394460142
MIR7975	0	0	0	0	0	0	0
MIR7976	0	0	0	0	0	0	0.153948772
MIR7977	0	0	0	0	0	0	0
MIR7978	0	0	0	0	0	0	0
MIR802	0	0	0	0	0	0	0
MIR8052	0	0	0	0	0	0	0
MIR8053	0	0	0	0	0	0	0
MIR8054	0	0	0	0	0	0	0
MIR8055	0	0	0	0.212186999	0	0	0.104748649
MIR8056	0	0	0	0	0	0	0
MIR8057	0	0	0	0	0	0	0
MIR8058	0	0	0	0	0	0.14242677	0
MIR8059	0	0	0	0	0	0	0
MIR8060	0	0	0	0	0	0	0
MIR8061	0	0	0	0	0	0.232168094	0
MIR8062	0	0	0	0	0	0	0
MIR8063	0	0	0	0	0	0	0.12543974
MIR8064	0	0	0	0	0	0	0
MIR8065	0	0	0	0	0	0	0
MIR8066	0	0	0	0	0	0	0.366119301
MIR8067	0	0	0	0	0	0	0
MIR8068	0	0	0	0.628330561	0	0	0
MIR8069-1	0	0	0	0	0	0	0
MIR8069-2	0	0	0	0	0	0	0
MIR8070	0	0	0	0	0	0	0
MIR8071-1	0	0	0	0	0	0	0
MIR8071-2	0	0	0	0	0	0	0
MIR8072	0.948951599	0.797327373	0.316419489	0.534080977	2.106717231	0.07255253	2.679761116
MIR8073	0	0	0	0	0	0	0
MIR8074	0	0	0	0	0	0	0
MIR8075	1.802833527	10.42808435	19.00958554	9.981554777	7.667626016	5.599889495	10.39054875
MIR8076	0	0	0	0.247977577	0	0	0.122417096
MIR8077	0	0	0	0	0	0	0
MIR8078	0	0	0	0	0	0.834872322	0.258441391
MIR8079	0	0	0	0	0	0	0.141119707
MIR8080	0	0	0	0	0	0	0
MIR8081	0	0	0	0	0	0	0
MIR8082	0	0	0	0	0	0	0
MIR8083	0	0	0	0	0	0	0
MIR8084	0	0	0	0	0	0	0
MIR8085	0	0.327108666	0	0	0	0	1.104689646
MIR8086	0.78904233	1.650253359	3.968494058	1.826692829	0.996948128	3.874182089	3.865530021
MIR8087	0	0	0	0	0.345506236	0	0.965395287
MIR8088	0	0	0	0	0	0	0
MIR8089	0	0	0	0	0	0	0.123909987
MIR8485	0	0	0.655775903	0	0	0.986317174	0.347065528
MIR873	0	0	0	0	0	0	0
MIR874	0	0	0	0	0	0	0
MIR875	0	0	0	0	0	0.083394622	0
MIR876	0	0	0	0	0	0	0
MIR877	0.912224641	0.247233294	0.778534043	0.966391346	0.881641891	0.269962901	0.299323192
MIR885	0	0	0	0	0	0	0
MIR887	0	0	0	0	0	0	0
MIR888	0	0	0	0	0	0	0
MIR889	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0
MIR892C	0	0	0	0	0	0	0
MIR9-1	0	0	0	0	0	0	0
MIR9-2	0	0	0	0	0	0	0
MIR920	0	0	0	0	0	0	0
MIR921	0	0.379679701	0	0	0	0.113178415	0
MIR922	0	0	0	0	0	0	0
MIR924	0	0	0	0	0	0	0
MIR92A1	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0
MIR92B	0	0	0	0	0	0	0
MIR93	2.161403914	3.000852358	1.934100497	3.126375845	3.328510137	4.961948339	2.141797913
MIR9-3	0	0	0.231335381	0	0	0	0
MIR933	0	0	0	0	0	0.150758503	0
MIR934	0	0	0	0	0	0	0
MIR935	0	0	0	0	0	0	0
MIR936	0	0	0	0	0	0	0.55407245
MIR937	0.608149761	0.265214377	0.294343711	0.957308786	0	1.105463591	0
MIR938	0	0	0	0	0	0	0.432559199
MIR939	5.431170764	1.87162881	0.562606627	1.274059694	1.58195336	1.159388645	0.809564272
MIR940	0	0.485285882	0.269293182	0.446227425	0.519911875	0.865173495	1.848280995
MIR941-1	3.127961007	2.4698385	1.984647293	2.64509149	0.748596845	2.493492157	5.028414271
MIR941-2	0.263597666	0.147653217	0.072292307	0.432411619	0.076118854	0.132041485	1.612205469
MIR941-3	0.263597666	0.147653217	0.072292307	0.432411619	0.076118854	0.132041485	1.612205469
MIR941-4	0.263597666	0.147653217	0.072292307	0.432411619	0.076118854	0.132041485	1.612205469
MIR941-5	0.263597666	0.147653217	0.072292307	0.432411619	0.076118854	0.132041485	1.612205469
MIR942	0	0.247233294	0	0	0	0	0
MIR943	0	0.226192162	0	0.673495926	0.233215211	0.202276317	0.195709432
MIR944	0	0	0	0	0	0	0
MIR95	0	0	0	0	0	0	0
MIR9500	0	0	0	0	0	0	0
MIR96	0	0	0	0	0	0.148825702	0
MIR98	0	0	0	0	0	0	0.085383352
MIR99A	0	0	0	0	0	0	0
MIR99AHG	0.048274734	0.02793375	0.008165664	0	0	0.296369667	0.006555238
MIR99B	0	0	0	0	0	0	0.853137953
MIRLET7A1	0	0	0.316419489	0	0	0	0.229958582
MIRLET7A2	0	0	0	0	0	2.77887917	0
MIRLET7A3	0	0	0	0	0	0	0
MIRLET7B	0	0	0.032575561	0	0	0	0
MIRLET7BHG	3.768390647	5.981804554	0.354664777	2.815896564	4.732781245	5.753019252	2.737679471
MIRLET7C	0	0	0	0	0	0	0
MIRLET7D	2.588657385	3.337059552	4.106166813	1.70092498	1.627447036	1.334299393	1.89450404
MIRLET7DHG	1.205979671	1.380613913	1.155791257	1.008585807	1.074967521	1.490728347	2.663849783
MIRLET7E	0	0	0	0	0	0	0
MIRLET7F1	0	0.244391532	0	0	0	0	0.537281918
MIRLET7F2	0	0	0	0	0	0	0
MIRLET7G	0	0.271529005	0.301351894	0	0	0	0
MIRLET7I	0	0.271529005	0.247859337	0	0.260978926	2.867186521	0.548369434
MIS12	12.74970395	21.40089288	8.633826741	15.31716567	18.67358432	10.35177786	8.049969862
MIS18A	23.65770853	29.68536986	28.66359755	23.86388994	29.60624784	19.63595558	1.564504514
MIS18BP1	32.89775034	30.13673858	33.77232845	40.81350265	37.09986403	16.55960043	2.401741937
MISP	0.046071047	0	0	0	0	0.015676163	31.48177309
MITD1	28.68599389	20.31485381	36.9345969	19.06391174	24.68268193	9.71593209	9.335849354
MITF	1.332932667	0.488153635	1.536632172	1.364862606	0.771491916	1.781340826	0.051354462
MIXL1	0.357877217	0.27193019	0.116837619	0.203295511	0.193659676	1.24182005	1.267910443
MKI67	33.68132646	59.78487707	44.79102691	64.62733637	48.36122418	30.80450489	3.772148217
MKKS	30.14907315	25.97939479	31.98495366	21.08857683	27.39543385	18.47524804	13.28216755
MKL1	31.31628936	55.61663747	28.42561919	35.78940674	46.76913377	5.588244923	3.10762074
MKL2	0.390505738	1.661112574	0.24732238	2.31903397	2.107791327	1.601351555	4.399524888
MKLN1	4.229270149	8.375330774	5.106835598	4.668611994	7.703976634	6.410573232	5.154867594
MKLN1-AS	0.485831479	0.635182446	0.255267697	0.363224091	0.326287363	2.875168828	0.90271425
MKNK1	34.48792649	11.48006746	13.62071114	14.69094107	13.24736875	5.127723457	7.119605005
MKNK1-AS1	0.410281499	0.255535964	0.239405054	0.149712743	0.123139586	0.140925469	0.31483074
MKNK2	39.27854508	43.2581988	45.04969715	41.02495032	41.12293044	55.51729164	62.61627088
MKRN1	24.37728488	39.98705078	31.96675625	21.14890275	37.74955964	23.8234637	37.61919168
MKRN2	18.84481047	19.98727569	23.17482989	13.96082846	21.13976953	20.25481141	4.689673736
MKRN2OS	0.614371493	0.871762675	0.590901894	0.60832542	0.699945291	0.457033155	3.072409102
MKRN3	0	0	2.775546436	1.07249014	0	4.578310519	0.083579294
MKRN7P	0	0	0	0	0	0	0.013976092
MKRN9P	0	0.014083794	0	0	0	0.01924188	0.019010263
MKS1	11.97973103	8.308444352	6.446660214	4.919803017	7.460728446	5.614105725	2.365571493
MKX	0.035419532	61.49063587	0.005988465	0.060771534	63.26204091	0.0318729	0
MKX-AS1	0.044551074	10.7254892	0.083150262	0.069871992	10.01195025	0.066290251	0.325970915
MLANA	0.583961453	0.76738783	0.542649734	0.700389599	0.474483105	1.183468913	4.04627808
MLC1	131.9537732	7.917018701	93.81315055	67.1714915	11.76652999	0.025457028	0
MLEC	42.73570595	49.70897184	70.45421613	47.07092416	59.28658313	54.23798746	46.51819261
MLF1	0.477885606	0.444760379	0.37079419	0	0.347381194	4.39901641	3.92158743
MLF2	87.08342724	174.3226188	99.67974707	79.11178693	115.0996249	144.8604743	57.63758465
MLH1	38.76357915	29.96950663	34.69941221	38.64746381	34.90585993	29.58606413	4.048569083
MLH3	2.62612953	3.331888627	0.663061457	3.495581206	4.227921709	1.105472635	2.141240128
MLIP	0.004699935	0	0.003741945	0.063470775	0	0	0.052887054
MLIP-IT1	0	0	0	0	0	0	0.021897886
MLK7-AS1	0.155939498	0.138629196	0.227971605	0.26375003	0.183074715	0.422448584	0.423964717
MLKL	14.39403733	13.33714225	15.36686955	9.336431117	13.23965848	27.06001594	3.744222598
MLLT1	47.41287757	41.78111715	36.09296462	35.56942065	37.67921837	12.55306368	10.36852948
MLLT10	18.00121904	12.58543976	11.32379326	14.49700013	13.0562526	9.123576931	7.183061969
MLLT10P1	0.132355554	5.055398455	0.055372831	0.334670569	4.697399586	3.057724457	0.577090253
MLLT11	0.418996065	0.760995402	0.345007227	0.503483344	1.073034213	10.12538923	0.633110973
MLLT3	2.846393879	1.230023268	0.931897111	1.646028759	1.127903776	4.297821918	6.693029978
MLLT4	0.314551179	8.237982055	0.518955441	8.149149916	9.03375275	15.43687064	25.11399124
MLLT4-AS1	0.024149878	0.135085565	0	0	0.144216235	0.152581685	0.83313294
MLLT6	18.65219859	17.78770477	10.84906209	27.30064065	14.09588225	15.4546818	58.53518133
MLN	0	0.057156084	0	0	0	0	0
MLNR	0	0	0.023880716	0	0.025424044	0.136891565	0.00958549
MLPH	0.229048686	0.239115163	0.197468914	0.205906018	0.249044626	0.21994742	53.09757226
MLST8	39.58886526	61.79074092	60.78395045	42.90633626	54.74749984	27.8834777	20.16793042
