id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos	-log10(P neg)	log10(fpkm)	
ZFYVE9	5	0.45051	0.6022	1	8202	2	0.18348	0.35064	0.970708	6504	3	0.220259249	0.347840127	
NCOA1	5	0.45092	0.60253	1	8211	1	0.10926	0.24209	0.910442	4787	3	0.220021325	0.348068842	
ABHD5	5	0.22457	0.40616	1	5552	3	0.38892	0.55724	1	9576	1	0.39130285	0.348411026	
IL11RA	5	0.72222	0.77331	1	11626	1	0.33652	0.51488	1	8942	2	0.111646374	0.348743407	
SLC4A5	5	0.4886	0.63458	1	8811	2	0.83996	0.85133	1	13945	1	0.19751362	0.348755607	
ZNF605	5	0.82566	0.83675	1	13163	1	0.029547	0.088815	0.768549	2080	2	0.077404279	0.349048152	
KCNAB3	5	0.33281	0.50158	1	6647	1	0.0067094	0.026444	0.607519	783	4	0.299659789	0.349083192	
AXL	5	0.24081	0.42427	1	5759	2	0.74573	0.79517	1	13046	1	0.372357676	0.349093799	
ACACB	5	0.32765	0.49722	1	6570	1	0.13207	0.27675	0.931921	5348	3	0.303451411	0.349101712	
TMEM242	5	0.18316	0.348	1	4889	3	0.98737	0.98742	1	16589	0	0.458420756	0.34916099	
FAM109A	5	0.58102	0.70938	1	10270	1	0.80172	0.82635	1	13503	1	0.14912106	0.349474561	
PANK1	5	0.92625	0.92707	1	15534	0	0.02847	0.08609	0.766354	2015	4	0.032887472	0.34956742	
PTGIR	5	0.51566	0.65789	1	9226	2	0.44606	0.60411	1	10226	2	0.181846715	0.350109326	
EVI5	5	0.73625	0.78088	1	11794	1	0.61817	0.73905	1	12184	1	0.1074157	0.350130603	
TCTN2	5	0.50228	0.64633	1	9007	2	0.04653	0.13082	0.808397	2909	3	0.189545685	0.351573823	
NTSR1	5	0.85221	0.85728	1	13685	1	0.10808	0.24027	0.909241	4758	3	0.066877308	0.351783091	
ADAMTSL4	5	0.044358	0.12523	0.787557	2862	4	0.98934	0.98946	1	16657	0	0.902291619	0.351896675	
CACNB3	5	0.20776	0.38289	1	5257	3	0.9618	0.96221	1	15900	0	0.416925976	0.352153641	
TEF	5	0.86856	0.87136	1	14053	1	0.34048	0.51817	1	8989	2	0.05980238	0.352418188	
ASIC3	5	0.85789	0.86203	1	13805	1	0.73878	0.79163	1	12981	1	0.06447762	0.352680284	
ABHD8	5	0.33227	0.50113	1	6639	2	0.40062	0.56675	1	9728	2	0.300049598	0.352985948	
ADAT2	5	0.55642	0.69375	1	9941	2	0.23351	0.41909	0.995833	7579	2	0.158797004	0.353212865	
TCEA2	5	0.53477	0.67459	1	9554	2	0.80822	0.83031	1	13578	1	0.170960101	0.353897456	
PARP11	5	0.84188	0.84892	1	13456	1	0.80439	0.82795	1	13544	1	0.071133235	0.354520836	
WIPI1	5	0.81124	0.82649	1	12923	1	0.027181	0.082735	0.762222	1954	4	0.082762397	0.354554396	
FZD3	5	0.41281	0.56969	1	7650	2	0.16592	0.32575	0.955662	6138	1	0.244361404	0.354871662	
SYT11	5	0.34852	0.51501	1	6821	2	0.1476	0.29943	0.943991	5711	2	0.288184338	0.355115329	
SULT1A1	4	0.65588	0.74108	1	10913	1	0.24646	0.43634	1	7830	1	0.130134907	0.355122308	
FAM46C	5	0.94583	0.9463	1	16100	0	0.0056362	0.022693	0.596712	677	4	0.02397116	0.35512653	
ATP8A1	5	0.8606	0.86432	1	13858	1	0.076883	0.19132	0.864389	3985	3	0.063325437	0.355580373	
NRSN2	5	0.21194	0.38873	1	5320	2	0.18088	0.34707	0.970263	6441	2	0.410351942	0.355801144	
ZNF507	5	0.84434	0.8509	1	13508	1	0.83751	0.84955	1	13921	1	0.070121476	0.355909858	
HLA-DQB1	5	0.79777	0.8174	1	12671	1	0.015604	0.051963	0.694004	1348	4	0.087565367	0.356203412	
TTC7B	5	0.31292	0.48497	1	6407	1	0.2534	0.44551	1	7975	2	0.314285126	0.356678712	
NFKBIZ	5	0.97659	0.97657	1	17045	0	0.38359	0.55294	1	9510	1	0.010296621	0.356732523	
ST3GAL5	5	0.97227	0.9723	1	16902	0	0.12187	0.26134	0.921747	5106	3	0.012199714	0.356858519	
ZBTB21	5	0.92133	0.92232	1	15410	0	0.49271	0.6426	1	10763	2	0.035118374	0.356900759	
AMDHD2	5	0.25175	0.43351	1	5848	2	0.6798	0.7641	1	12566	1	0.36300088	0.357073859	
IDNK	5	0.97	0.97014	1	16824	0	0.031161	0.092918	0.769882	2166	2	0.013165589	0.35712003	
NTNG2	5	0.027305	0.082529	0.600753	2474	3	0.5398	0.68172	1	11374	1	1.083393417	0.357506463	
KLK1	5	0.46047	0.61068	1	8354	1	0.010543	0.0376	0.65948	1026	3	0.214186303	0.357779122	
KIAA1109	5	0.32856	0.49797	1	6580	2	0.95977	0.9602	1	15856	0	0.30279682	0.358233926	
GSTA4	5	0.86798	0.87082	1	14035	1	0.26501	0.45718	1	8141	2	0.060071605	0.358933789	
GAB2	5	0.64917	0.73797	1	10846	1	0.075337	0.1888	0.862103	3944	3	0.131961293	0.359052271	
CMTM1	14	0.4931	0.63843	1	8881	5	0.9249	0.92575	1	15157	3	0.194886714	0.359121031	
ARMC9	5	0.26502	0.44472	1	5956	2	0.16237	0.32076	0.951911	6067	3	0.351913339	0.359259084	
CLIP4	5	0.97329	0.97332	1	16941	0	0.015188	0.050797	0.694004	1315	3	0.011744353	0.35946774	
HOOK2	5	0.37987	0.54158	1	7210	1	0.0071726	0.0278	0.612512	816	3	0.266337382	0.359493391	
TTBK2	5	0.49255	0.63796	1	8872	1	0.90204	0.90357	1	14778	0	0.195206551	0.359500556	
TMEM38A	5	0.14262	0.28867	1	4242	3	0.4072	0.57213	1	9798	2	0.539598348	0.360052577	
SGPP1	5	0.89904	0.90062	1	14813	0	0.2011	0.3752	0.981273	6880	3	0.045458413	0.360112872	
SORL1	5	0.85084	0.85615	1	13652	1	0.86772	0.8724	1	14300	1	0.067450139	0.360385924	
IRAK1BP1	5	0.19317	0.36249	1	5043	3	0.52004	0.66523	1	11129	2	0.44070397	0.360779112	
APBA1	5	0.90218	0.90369	1	14887	0	0.53204	0.67527	1	11269	1	0.043980523	0.361260386	
ZNF234	5	0.89673	0.89844	1	14749	0	0.15908	0.316	0.950767	5984	2	0.046510921	0.361301821	
FBXL13	5	0.98957	0.98961	1	17516	0	0.013295	0.045471	0.684124	1197	4	0.004535925	0.361309485	
NEK1	5	0.036455	0.10574	0.708853	2686	4	0.97713	0.97722	1	16257	0	0.975760694	0.361310232	
CAMK2N2	5	0.010307	0.036159	0.329215	1978	3	0.80524	0.82845	1	13551	1	1.441783589	0.36197678	
PVRIG	5	0.86815	0.87098	1	14039	1	0.031704	0.094263	0.769882	2205	3	0.059991817	0.36228784	
IFIH1	5	0.36981	0.53297	1	7073	1	0.094517	0.21925	0.892697	4423	1	0.273297236	0.362583227	
GABARAPL1	5	0.38739	0.5479	1	7314	2	0.20282	0.37755	0.981803	6923	3	0.2612987	0.362885513	
S100A13	5	0.20622	0.38076	1	5236	2	0.18295	0.3499	0.970263	6493	2	0.419348682	0.362990161	
NEDD4	5	0.88597	0.88789	1	14462	0	0.33444	0.51322	1	8912	2	0.051640835	0.363280381	
ANKRD26	5	0.4841	0.63069	1	8741	2	0.1348	0.28075	0.93387	5410	3	0.200184055	0.363380243	
CYB561	5	0.27235	0.45083	1	6013	2	0.014004	0.047495	0.687007	1244	1	0.345987192	0.363514431	
STBD1	5	0.82454	0.83591	1	13151	1	0.04692	0.13169	0.808397	2930	3	0.077840479	0.36354069	
TSHZ3	5	0.65186	0.73921	1	10876	1	0.00087398	0.0038806	0.451821	150	4	0.131232167	0.363559264	
LAMB3	5	0.4602	0.61044	1	8347	1	0.19174	0.36221	0.974964	6689	3	0.214357016	0.364327311	
ZNF254	10	0.0060251	0.023541	0.237244	1787	5	0.04044	0.11608	0.796917	2623	4	1.628175093	0.364670018	
CXCR3	5	0.99996	0.99996	1	18000	0	4.36E-05	0.00021524	0.153832	24	5	1.73721E-05	0.364826374	
BRICD5	5	0.053689	0.14711	0.862332	3072	3	0.35194	0.52736	1	9128	2	0.832357805	0.364965973	
CNNM4	5	0.95427	0.95458	1	16352	0	0.19235	0.36305	0.975597	6701	2	0.020187669	0.365169623	
MKL2	5	0.55695	0.69423	1	9950	2	0.036416	0.10618	0.785762	2432	2	0.158496623	0.36530711	
GFOD1	11	0.79545	0.81589	1	12642	3	0.0050549	0.02054	0.596712	615	8	0.08836839	0.365434472	
EPG5	5	0.034993	0.10211	0.693471	2651	3	0.90136	0.90288	1	14767	0	0.990931724	0.365772866	
C12orf5	5	0.61328	0.72238	1	10536	1	0.093219	0.21716	0.889667	4395	3	0.141234287	0.366476744	
ZNF222	5	0.97895	0.97892	1	17123	0	0.005815	0.023364	0.596712	704	3	0.009252798	0.36667909	
FRMD4A	5	0.55377	0.69141	1	9894	2	0.23427	0.42015	0.996444	7593	2	0.160264343	0.367595415	
CRYGS	5	0.38929	0.5495	1	7342	2	0.12755	0.26992	0.927671	5235	3	0.260032303	0.367623493	
CLIP2	5	0.73676	0.78115	1	11802	1	0.3744	0.5454	1	9394	2	0.107265563	0.367774272	
RAB3IL1	5	0.20188	0.37466	1	5180	2	0.54249	0.68401	1	11403	1	0.426362671	0.368072887	
RASD1	5	0.79239	0.81392	1	12588	1	0.038843	0.11223	0.79202	2551	3	0.08941828	0.368118908	
ZNF341	5	0.4051	0.56292	1	7535	2	0.88715	0.88932	1	14551	1	0.249553321	0.368760653	
IQCG	5	0.40961	0.56693	1	7601	2	0.40848	0.57316	1	9807	1	0.246470561	0.368820535	
ZNF319	5	0.28858	0.46455	1	6172	2	0.062263	0.16742	0.83676	3602	3	0.332967536	0.36918055	
GAS8	5	0.42312	0.57857	1	7802	2	0.020038	0.063905	0.722198	1592	3	0.237644089	0.369702747	
USP49	5	0.67025	0.74767	1	11055	1	0.002453	0.01035	0.552284	336	3	0.126290045	0.370153541	
C17orf97	5	0.70723	0.76563	1	11442	1	0.43364	0.59384	1	10072	1	0.115981058	0.370275619	
IL12A	5	0.12822	0.26719	1	4036	3	0.71186	0.77864	1	12788	1	0.5731798	0.370479812	
MUSTN1	5	0.89334	0.8951	1	14656	0	0.34964	0.52551	1	9105	2	0.048128443	0.370614623	
C5orf45	5	0.32826	0.49772	1	6577	2	0.4657	0.62035	1	10470	2	0.303014908	0.370704513	
EIF5A2	5	0.92759	0.92834	1	15570	0	0.059633	0.16153	0.83441	3482	3	0.032292936	0.370810469	
MAML3	5	0.96082	0.96108	1	16542	0	0.012379	0.042894	0.672884	1148	4	0.01724046	0.370897174	
THBD	5	0.025379	0.077487	0.575059	2426	4	0.66621	0.7583	1	12476	1	1.110771153	0.370911082	
ZNF653	5	0.74111	0.78352	1	11866	1	0.29314	0.48009	1	8471	2	0.105949913	0.371192222	
RET	5	0.26789	0.44709	1	5981	2	0.0065696	0.026024	0.606353	772	1	0.349605044	0.371232969	
MTHFS	5	0.97526	0.97525	1	17005	0	0.18544	0.35335	0.972499	6543	3	0.010884041	0.371302102	
NKIRAS1	5	0.80142	0.8198	1	12735	1	0.0036874	0.01527	0.590431	462	3	0.086292086	0.371526341	
NAP1L5	5	0.99149	0.99154	1	17582	0	0.036286	0.10586	0.785762	2426	4	0.003689761	0.371691358	
RTKN	5	0.98615	0.98615	1	17394	0	0.068357	0.17744	0.85098	3755	3	0.006057021	0.371776643	
FKBP7	5	0.96436	0.96462	1	16655	0	0.62507	0.74162	1	12216	1	0.015643738	0.371963025	
GLRB	5	0.83773	0.84569	1	13369	1	0.046226	0.13007	0.808397	2897	4	0.072788805	0.372132915	
GCAT	5	0.13794	0.28181	1	4179	3	0.92313	0.92403	1	15137	0	0.5500436	0.372567956	
DUSP28	5	0.54606	0.68456	1	9746	2	0.11914	0.25717	0.920516	5031	3	0.164588481	0.372649797	
LIN7B	5	0.025383	0.077498	0.575059	2427	4	0.93294	0.93364	1	15329	0	1.110709505	0.372654388	
FBXL20	5	0.98039	0.98034	1	17181	0	0.0003071	0.0014341	0.351238	69	4	0.008623277	0.373314099	
PTGR1	5	0.82034	0.83287	1	13077	1	0.069158	0.17875	0.851447	3779	3	0.079422781	0.373882862	
CELSR2	5	0.18871	0.35601	1	4972	2	0.94972	0.95022	1	15658	0	0.448537803	0.374765828	
DENND4C	5	0.45135	0.60291	1	8215	2	0.17984	0.34555	0.969708	6417	2	0.219747513	0.374875883	
BBS10	5	0.93274	0.93339	1	15656	0	0.22267	0.40457	0.991173	7348	2	0.029936856	0.375230313	
SEPT1	5	0.26441	0.44419	1	5950	2	0.96165	0.96207	1	15895	0	0.352431223	0.375433534	
CRTC3	5	0.9098	0.91117	1	15100	0	0.020283	0.064534	0.723476	1606	4	0.040400588	0.375591849	
TNFSF14	5	0.43158	0.58588	1	7946	1	0.058144	0.1581	0.831872	3418	2	0.232191327	0.375593995	
ZCCHC24	5	0.8844	0.8863	1	14419	0	0.36844	0.54069	1	9328	2	0.052419251	0.375617665	
ZNF564	5	0.34953	0.51587	1	6838	2	0.86225	0.86801	1	14232	1	0.287459727	0.375701444	
NANP	5	0.2246	0.40622	1	5553	3	0.83631	0.84868	1	13897	1	0.391238698	0.375772214	
PLD1	5	0.67787	0.75128	1	11145	1	0.47186	0.62541	1	10542	2	0.124198172	0.375916226	
WASL	5	0.87411	0.87644	1	14173	1	0.38098	0.55082	1	9478	2	0.05727781	0.37594075	
PROS1	5	0.44246	0.59523	1	8091	2	0.92372	0.9246	1	15143	0	0.225315188	0.37667607	
NUBPL	5	0.22528	0.40715	1	5566	1	0.39159	0.55939	1	9601	2	0.390245561	0.376767384	
STRN	5	0.81825	0.83135	1	13043	1	0.65753	0.75467	1	12423	1	0.080216099	0.376861856	
SIRT3	5	0.78395	0.80863	1	12450	1	0.5248	0.66921	1	11185	2	0.09225015	0.377277207	
PORCN	5	0.74223	0.78415	1	11878	1	0.13636	0.28303	0.934288	5453	2	0.105600853	0.37743677	
IL27RA	5	0.46108	0.61119	1	8364	2	0.59217	0.72609	1	11995	2	0.21382376	0.37852979	
PRR16	5	0.75947	0.79386	1	12096	1	0.51435	0.66051	1	11037	2	0.10025608	0.378650969	
PHLDB1	5	0.77876	0.80537	1	12367	1	0.22872	0.41267	0.993137	7482	3	0.094004552	0.379110179	
FOXP2	5	0.75615	0.79192	1	12059	1	0.5654	0.70318	1	11661	2	0.101318689	0.379512973	
SDSL	5	0.99189	0.99196	1	17600	0	0.0078301	0.029673	0.616961	865	3	0.00350584	0.38024146	
SOCS5	5	0.38967	0.54983	1	7345	2	0.010566	0.037664	0.65948	1028	3	0.259771568	0.380396073	
ZNF670	5	0.52462	0.66573	1	9379	2	0.23485	0.42092	0.996924	7603	1	0.176701872	0.380641101	
TMEM116	5	0.97522	0.97521	1	17004	0	0.17524	0.33902	0.966672	6316	3	0.010901854	0.3812709	
ZNF776	5	0.99451	0.99457	1	17722	0	0.0054931	0.022153	0.596712	658	5	0.002364645	0.381491472	
FBXO43	5	0.81527	0.82928	1	12984	1	0.97807	0.97816	1	16289	0	0.081298809	0.381536014	
TBCK	5	0.92826	0.92901	1	15598	0	0.0080733	0.030381	0.618645	883	3	0.031979611	0.38185819	
FAM151B	5	0.93626	0.93694	1	15818	0	0.19163	0.36205	0.974964	6681	2	0.02828822	0.382551459	
MPP5	5	0.91134	0.91272	1	15139	0	0.021154	0.06684	0.73124	1644	4	0.039662433	0.382970651	
MAP6D1	5	0.41457	0.57126	1	7675	2	0.77783	0.81242	1	13290	1	0.243166184	0.383027541	
RAB20	5	0.46365	0.61331	1	8414	2	0.44491	0.60316	1	10211	2	0.212319954	0.383099832	
H2AFJ	5	0.36488	0.52884	1	7014	2	0.75286	0.7988	1	13103	1	0.276675703	0.38347189	
GBP3	5	0.89665	0.89835	1	14748	0	0.07109	0.18194	0.854853	3831	3	0.046554428	0.383876676	
DDX60	5	0.82639	0.83725	1	13173	1	0.22676	0.41008	0.992223	7443	2	0.077144844	0.38419235	
RASA4B	1	0.16625	0.32347	1	4607	1	0.83375	0.84692	1	13862	0	0.490165991	0.384358323	
LACC1	5	0.64071	0.7342	1	10772	1	0.020338	0.064678	0.723476	1609	4	0.13418562	0.384409799	
TOM1L2	5	0.47709	0.62473	1	8635	1	0.4535	0.61032	1	10326	2	0.204307638	0.385259598	
KLF5	5	0.48552	0.63188	1	8763	2	0.8656	0.87062	1	14266	1	0.199365391	0.385477464	
FADS3	5	0.68379	0.75415	1	11195	1	0.44085	0.59977	1	10166	1	0.122542265	0.385531459	
TTPAL	5	0.22262	0.40353	1	5514	3	0.72764	0.78617	1	12895	1	0.394124173	0.385606167	
ITIH4	5	0.91992	0.921	1	15374	0	0.0076855	0.029261	0.616961	853	4	0.03574037	0.386135599	
ZNF417	4	0.0031411	0.013097	0.155687	1515	4	0.99335	0.99341	1	16830	0	1.882828172	0.38625399	
ALMS1	5	0.1248	0.26202	1	4000	3	0.8728	0.87668	1	14369	1	0.581665558	0.38644218	
GPR18	5	0.13486	0.27718	1	4136	3	0.051623	0.14295	0.820255	3137	1	0.55723811	0.386464401	
ZNF17	5	0.18208	0.34653	1	4859	3	0.90765	0.90908	1	14868	0	0.460259161	0.386620379	
HLCS	5	0.81003	0.82563	1	12900	1	0.048964	0.13664	0.813136	3026	4	0.083214535	0.386833893	
ZSCAN16	5	0.51939	0.66113	1	9285	1	0.33996	0.51774	1	8984	2	0.179713135	0.387867086	
NHLRC3	5	0.55526	0.69271	1	9924	1	0.49482	0.6444	1	10797	1	0.159448543	0.388201098	
ZNF311	5	0.47607	0.62384	1	8619	2	0.91787	0.91895	1	15042	0	0.204926782	0.388258564	
LARP6	8	0.17577	0.33737	1	4757	4	0.22659	0.40985	0.992068	7440	3	0.471893539	0.388715919	
PHACTR2	5	0.53159	0.67181	1	9500	1	0.16856	0.32953	0.958365	6188	2	0.172753536	0.388728942	
ZSWIM6	5	0.83613	0.84442	1	13343	1	0.067471	0.17605	0.848288	3737	2	0.073441489	0.388795583	
SRR	5	0.79906	0.81825	1	12688	1	0.92563	0.92646	1	15177	0	0.087113986	0.388985501	
B3GALNT1	5	0.080793	0.19216	1	3415	3	0.23465	0.42067	0.996691	7601	2	0.71633701	0.389550816	
KDM8	5	0.21635	0.39489	1	5395	3	0.78479	0.81634	1	13346	1	0.403523864	0.389691741	
GPAM	5	0.78088	0.80669	1	12398	1	0.012555	0.043378	0.674408	1158	3	0.093293327	0.389845631	
ZNF549	5	0.54745	0.68581	1	9771	2	0.18986	0.35955	0.974964	6638	2	0.163796187	0.389951311	
ADAM22	5	0.93679	0.93747	1	15831	0	0.041483	0.11867	0.799443	2670	4	0.028042621	0.390485783	
NPTXR	5	0.67091	0.74797	1	11064	1	0.36395	0.53711	1	9280	1	0.126115821	0.390741343	
FBXO10	5	0.9408	0.94139	1	15953	0	0.018063	0.05866	0.713095	1480	2	0.026230419	0.39084383	
ETS1	5	0.93274	0.93339	1	15708	0	0.59741	0.73056	1	12070	2	0.029936856	0.390876291	
HIVEP3	5	0.53935	0.67867	1	9634	2	0.84436	0.85449	1	14003	1	0.168341348	0.390910371	
KLF4	5	0.28483	0.46136	1	6131	2	0.82442	0.84068	1	13749	1	0.335960062	0.391316446	
SP4	5	0.78797	0.81115	1	12519	1	0.2003	0.37412	0.9811	6862	3	0.090898827	0.391595038	
AMER1	5	0.95041	0.9508	1	16231	0	0.16028	0.31769	0.951497	6006	2	0.021910827	0.39178245	
ADCK1	5	0.96906	0.96926	1	16798	0	0.71145	0.77846	1	12783	1	0.01355971	0.39189886	
PLXNB1	5	0.88004	0.88207	1	14297	1	0.045116	0.1274	0.804993	2849	4	0.054496948	0.391984251	
DLG5	5	0.91079	0.91216	1	15126	0	0.91509	0.91629	1	14998	0	0.039928976	0.392004198	
EXD3	5	0.37454	0.53695	1	7139	2	0.56032	0.69897	1	11608	2	0.270066153	0.392088738	
ACCS	5	0.28027	0.45751	1	6089	2	0.9305	0.93125	1	15273	0	0.339599409	0.392240251	
ANKRD18A	5	0.022153	0.069032	0.530151	2345	3	0.15389	0.30853	0.948094	5858	1	1.160949544	0.392825422	
COL27A1	5	0.94689	0.94732	1	16133	0	0.3673	0.53979	1	9312	2	0.023503294	0.393231982	
UTRN	5	0.22027	0.40024	1	5478	2	0.52132	0.66631	1	11143	1	0.39767951	0.393404665	
ARSD	5	0.95257	0.95298	1	16299	0	0.58154	0.71683	1	11871	2	0.020916214	0.393691229	
PPP1R3D	5	0.47551	0.62336	1	8611	2	0.82409	0.84044	1	13746	1	0.205261069	0.394004376	
GABRR1	5	0.117	0.24995	1	3887	3	0.90762	0.90905	1	14867	0	0.602146859	0.394099148	
RIC8B	5	0.78938	0.81204	1	12542	1	0.024855	0.076567	0.746742	1844	4	0.090422577	0.394400378	
LFNG	5	0.12407	0.26091	1	3988	3	0.46265	0.61789	1	10428	2	0.583509275	0.394916821	
AMIGO3	5	0.18749	0.35425	1	4948	2	0.096282	0.222	0.897435	4455	3	0.450690141	0.395058743	
FGF2	5	0.85025	0.85567	1	13638	1	0.18964	0.35926	0.974964	6632	3	0.067693694	0.395070152	
ENTPD5	5	0.5216	0.66308	1	9318	2	0.59066	0.72477	1	11977	1	0.178434071	0.395191278	
C5orf63	5	0.64096	0.73431	1	10775	1	0.52519	0.66954	1	11189	1	0.134120557	0.395546899	
TRIB2	5	0.39078	0.5508	1	7355	2	0.044309	0.1255	0.803936	2809	2	0.259006068	0.395711513	
BLOC1S5	8	0.59632	0.71545	1	10398	2	0.0070103	0.027335	0.609143	807	5	0.145420712	0.395798917	
IDUA	5	0.80776	0.82407	1	12849	1	0.14001	0.28838	0.938908	5529	2	0.084035896	0.395961106	
ZNF169	5	0.75662	0.79217	1	12061	1	0.21384	0.39264	0.988396	7153	3	0.101181609	0.39607612	
ZNF467	5	0.99763	0.99762	1	17873	0	0.0023727	0.010042	0.550113	325	5	0.001034853	0.396124614	
EVI5L	5	0.25169	0.43346	1	5847	2	0.25641	0.44945	1	8035	3	0.363050973	0.39638939	
ZFYVE16	5	0.077518	0.18676	0.998928	3367	3	0.31579	0.49835	1	8718	2	0.728716135	0.396605983	
FUT10	5	0.94013	0.94074	1	15935	0	0.20816	0.3849	0.984819	7037	2	0.02653039	0.396825597	
SIK1	5	0.92894	0.92967	1	15622	0	0.49693	0.6461	1	10826	1	0.031671183	0.397687387	
TBC1D10A	5	0.21552	0.39372	1	5383	2	0.17002	0.33161	0.960728	6216	3	0.404812524	0.397789833	
SYNJ1	5	0.42774	0.58261	1	7886	2	0.83654	0.84886	1	13902	1	0.234622065	0.397866717	
ELMO3	5	0.10327	0.22835	1	3690	2	0.75551	0.80017	1	13122	1	0.641398984	0.398160472	
TNKS1BP1	5	0.56273	0.69929	1	10056	2	0.24339	0.43229	1	7769	1	0.155342682	0.39829971	
APC	5	0.94907	0.94948	1	16193	0	0.095103	0.22017	0.895464	4428	3	0.022514179	0.39936452	
CDON	5	0.12928	0.26878	1	4059	3	0.6827	0.7654	1	12590	1	0.57060305	0.400397513	
TMEM106A	5	0.48858	0.63456	1	8810	2	0.23123	0.41601	0.994282	7535	3	0.197527307	0.40218322	
ENDOV	5	0.27217	0.45068	1	6011	2	0.5663	0.70396	1	11672	2	0.346131714	0.402343235	
PDE4DIP	22	0.00012912	0.00060943	0.01699	646	16	0.37161	0.5432	1	9362	4	3.215076171	0.402611791	
ITPKC	5	0.25689	0.43781	1	5890	2	0.10883	0.24143	0.910233	4776	2	0.358714323	0.402848233	
EFCAB7	5	0.56064	0.69742	1	10018	2	0.11003	0.24326	0.9119	4804	3	0.156505602	0.40302369	
CCDC71L	5	0.47902	0.62635	1	8667	1	0.1386	0.28638	0.936693	5506	3	0.203182918	0.403358033	
UBOX5	5	0.9591	0.95936	1	16493	0	0.051182	0.14191	0.820255	3113	2	0.018018393	0.403777226	
MAP3K10	5	0.17375	0.33444	1	4730	3	0.00085408	0.0037861	0.451821	148	2	0.475681785	0.404203235	
ALG10B	3	0.031742	0.093893	0.655138	2581	2	0.36216	0.53571	1	9260	1	1.027366784	0.404207132	
ZNF140	5	0.97147	0.97153	1	16867	0	0.012863	0.044228	0.677881	1175	4	0.012543784	0.404624237	
EPS8L1	5	0.19668	0.36747	1	5102	3	0.3287	0.50865	1	8854	2	0.434778111	0.404791913	
ZNF500	5	0.68887	0.7566	1	11247	1	0.12679	0.26875	0.926847	5222	3	0.121133663	0.404984155	
BPI	5	0.99731	0.99733	1	17856	0	0.0026932	0.01134	0.554281	368	5	0.001161117	0.40508179	
MOB3C	5	0.85778	0.86193	1	13802	1	0.084964	0.2042	0.876713	4193	3	0.064528003	0.405487195	
AMH	5	0.89522	0.89691	1	14707	0	0.1858	0.35383	0.972539	6552	2	0.047251134	0.406149179	
LEPR	5	0.74987	0.78839	1	11972	1	0.041208	0.11801	0.799424	2657	3	0.103258893	0.406170124	
WDR49	5	0.88691	0.88881	1	14491	0	0.50796	0.65524	1	10953	1	0.051191068	0.40618759	
TMEM45A	5	0.99692	0.99695	1	17842	0	0.003084	0.012892	0.574674	404	5	0.001326622	0.406316823	
BICD1	5	0.89818	0.89981	1	14796	0	0.90274	0.90422	1	14796	0	0.045849185	0.406469467	
PRKCH	5	0.55394	0.69155	1	9900	2	0.12718	0.26935	0.927607	5229	2	0.160176414	0.406708916	
TAPBPL	5	0.69318	0.75867	1	11291	1	0.86457	0.86978	1	14253	1	0.119947089	0.407028955	
CAMSAP2	5	0.099546	0.2224	1	3644	2	0.07127	0.18225	0.854853	3836	1	0.652865217	0.407067226	
OLFML2A	5	0.66262	0.74417	1	10974	1	0.0017552	0.0075768	0.513545	264	4	0.128327842	0.407358022	
C7orf31	5	0.47678	0.62445	1	8628	2	0.1154	0.25146	0.91676	4938	2	0.20450233	0.40836165	
TRIM52	5	0.15395	0.30551	1	4402	3	0.7517	0.79818	1	13094	1	0.51497457	0.408604928	
LACE1	5	0.88137	0.88336	1	14333	1	0.040731	0.11681	0.797801	2635	2	0.05386227	0.408965535	
ZNF804A	5	0.42244	0.57797	1	7790	2	0.50821	0.65544	1	10960	1	0.238094703	0.409228098	
TBC1D30	5	0.35558	0.52104	1	6907	1	0.3843	0.55351	1	9523	2	0.283128935	0.409536132	
ZBTB26	5	0.21107	0.38749	1	5308	3	0.81957	0.83746	1	13698	1	0.411739501	0.409905001	
ZNF628	5	0.58526	0.71104	1	10305	1	0.016713	0.055021	0.706161	1403	4	0.148105967	0.409978385	
HOXA11	5	0.0024273	0.010244	0.130523	1413	4	0.98	0.98009	1	16356	0	1.98953043	0.411128005	
RAPGEFL1	5	0.86386	0.86715	1	13935	1	0.0062961	0.025131	0.600954	753	4	0.061905772	0.411549869	
ASPHD2	5	0.035118	0.10241	0.695033	2653	4	0.94479	0.94537	1	15558	0	0.989657634	0.411989463	
TMEM79	5	0.97578	0.97578	1	17022	0	0.24518	0.43465	1	7799	3	0.010648088	0.412223102	
OSBPL11	5	0.97303	0.97306	1	16933	0	0.23407	0.41989	0.996444	7588	3	0.01186038	0.412318598	
ZNF618	5	0.22376	0.40506	1	5538	3	0.65709	0.75448	1	12418	1	0.392480642	0.41374354	
ANKRD46	5	0.69566	0.75984	1	11318	1	0.133	0.2781	0.932417	5370	3	0.119277848	0.41415545	
OTUD1	5	0.061209	0.15973	0.915206	3142	2	0.5579	0.69697	1	11577	2	0.796613508	0.414337404	
RAB27B	5	0.52831	0.66894	1	9441	1	0.15081	0.30418	0.946567	5786	3	0.174612834	0.414602912	
SPRN	5	0.74073	0.78333	1	11861	1	0.59578	0.72913	1	12051	2	0.106055241	0.414702194	
KLF7	5	0.37263	0.53535	1	7115	2	0.056145	0.15354	0.829171	3329	3	0.271362193	0.414790261	
